rank,subject,subject_label,object,object_label,resnik,cosine
1009,HP:0002573,Hematochezia,HP:0004754,Permanent atrial fibrillation,6.239273048133048,0.15783191079605666
1010,HP:0004754,Permanent atrial fibrillation,HP:0002573,Hematochezia,6.239273048133048,0.15783191079605666
1011,HP:0002249,Melena,HP:0011705,First degree atrioventricular block,6.239273048133048,0.1578983372846638
1012,HP:0011705,First degree atrioventricular block,HP:0002249,Melena,6.239273048133048,0.1578983372846638
1013,HP:0033771,Pleuritic chest pain,HP:0031061,Impaired toileting ability,7.85916933896359,0.15795747248795447
1014,HP:0031061,Impaired toileting ability,HP:0033771,Pleuritic chest pain,7.85916933896359,0.15795747248795447
1015,HP:0030750,Grade III preterm intraventricular hemorrhage,HP:0031537,Anomalous origin of the left circumflex artery from the right coronary artery,6.001188343836018,0.15803258850476623
1016,HP:0031537,Anomalous origin of the left circumflex artery from the right coronary artery,HP:0030750,Grade III preterm intraventricular hemorrhage,6.001188343836018,0.15803258850476623
1017,HP:0031927,Flexner-Wintersteiner rosette,HP:0410229,Increased anti-gluten IgE antibody level,6.6751691523095555,0.158036735939926
1018,HP:0410229,Increased anti-gluten IgE antibody level,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.158036735939926
1019,HP:0025419,Pulmonary pneumatocele,HP:0008747,Cartilaginous ossification of larynx,6.076267460630525,0.15812132952073293
1020,HP:0008747,Cartilaginous ossification of larynx,HP:0025419,Pulmonary pneumatocele,6.076267460630525,0.15812132952073293
1021,HP:0032481,Abnormal pituitary glycoprotein hormone alpha subunit level,HP:0008205,Insulin-dependent but ketosis-resistant diabetes,6.060935806874535,0.15813045014611238
1022,HP:0008205,Insulin-dependent but ketosis-resistant diabetes,HP:0032481,Abnormal pituitary glycoprotein hormone alpha subunit level,6.060935806874535,0.15813045014611238
1023,HP:0200026,Ocular pain,HP:0032142,Fetor hepaticus,7.85916933896359,0.15813278598651526
1024,HP:0032142,Fetor hepaticus,HP:0200026,Ocular pain,7.85916933896359,0.15813278598651526
1025,HP:0030447,Merkel cell skin cancer,HP:0031099,Abnormal circulating inhibin level,6.060935806874535,0.15814849339035641
1026,HP:0031099,Abnormal circulating inhibin level,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.15814849339035641
1027,HP:0020141,Blood pressure substantially higher in legs than arms,HP:0011708,Mobitz II atrioventricular block,6.239273048133048,0.15824820957629668
1028,HP:0011708,Mobitz II atrioventricular block,HP:0020141,Blood pressure substantially higher in legs than arms,6.239273048133048,0.15824820957629668
1029,HP:0033113,Gallop rhythm,HP:0034213,Fetal posterior fossa hemorrhage,6.239273048133048,0.15827854154488674
1030,HP:0034213,Fetal posterior fossa hemorrhage,HP:0033113,Gallop rhythm,6.239273048133048,0.15827854154488674
1031,HP:0007023,Antenatal intracerebral hemorrhage,HP:0033566,Abnormal ventricular axis,6.239273048133048,0.15828464102679918
1032,HP:0033566,Abnormal ventricular axis,HP:0007023,Antenatal intracerebral hemorrhage,6.239273048133048,0.15828464102679918
1033,HP:0031927,Flexner-Wintersteiner rosette,HP:0008265,Mitochondrial lysine transport defect,6.6751691523095555,0.15833708524214504
1034,HP:0008265,Mitochondrial lysine transport defect,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.15833708524214504
1035,HP:0032144,Coffee ground vomitus,HP:0020141,Blood pressure substantially higher in legs than arms,6.239273048133048,0.15835149167360169
1036,HP:0020141,Blood pressure substantially higher in legs than arms,HP:0032144,Coffee ground vomitus,6.239273048133048,0.15835149167360169
1037,HP:0020142,Blood pressure substantially higher in arms than legs,HP:0034219,Fetal intraventricular hemorrhage with periventricular hemorrhage,6.239273048133048,0.15841186070764074
1038,HP:0034219,Fetal intraventricular hemorrhage with periventricular hemorrhage,HP:0020142,Blood pressure substantially higher in arms than legs,6.239273048133048,0.15841186070764074
1039,HP:0200109,Absent/shortened outer dynein arms,HP:0025179,Ground-glass opacification,6.076267460630525,0.15849247714901135
1040,HP:0025179,Ground-glass opacification,HP:0200109,Absent/shortened outer dynein arms,6.076267460630525,0.15849247714901135
1041,HP:0034029,Hepatic foam cells,HP:0031632,Anomalous origin of the right subclavian artery from the descending aorta,6.8276911074904225,0.15854465023846775
1042,HP:0031632,Anomalous origin of the right subclavian artery from the descending aorta,HP:0034029,Hepatic foam cells,6.8276911074904225,0.15854465023846775
1043,HP:0005165,Shortened PR interval,HP:0002639,Budd-Chiari syndrome,6.239273048133048,0.15858198261679798
1044,HP:0002639,Budd-Chiari syndrome,HP:0005165,Shortened PR interval,6.239273048133048,0.15858198261679798
1045,HP:0040223,Pulmonary hemorrhage,HP:0025073,Exercise-induced U wave inversion,6.239273048133048,0.1585925150690022
1046,HP:0025073,Exercise-induced U wave inversion,HP:0040223,Pulmonary hemorrhage,6.239273048133048,0.1585925150690022
1047,HP:0034377,Single atrioventricular valve regurgitation,HP:0002249,Melena,6.239273048133048,0.1586412299999269
1048,HP:0002249,Melena,HP:0034377,Single atrioventricular valve regurgitation,6.239273048133048,0.1586412299999269
1049,HP:0030447,Merkel cell skin cancer,HP:0008283,Fasting hyperinsulinemia,6.060935806874535,0.15866090737619273
1050,HP:0008283,Fasting hyperinsulinemia,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.15866090737619273
1051,HP:0001719,Double outlet right ventricle,HP:0032582,Renal interstitial foam cells,6.20853992059344,0.15869839907303823
1052,HP:0032582,Renal interstitial foam cells,HP:0001719,Double outlet right ventricle,6.20853992059344,0.15869839907303823
1053,HP:0032505,Hydrophobia,HP:0031368,Intestinal perforation,6.503688684365201,0.1587293245652513
1054,HP:0031368,Intestinal perforation,HP:0032505,Hydrophobia,6.503688684365201,0.1587293245652513
1055,HP:0002249,Melena,HP:0011698,Supraventricular tachycardia with a manifest accessory pathway on the septum,6.239273048133048,0.15877356468726178
1056,HP:0011698,Supraventricular tachycardia with a manifest accessory pathway on the septum,HP:0002249,Melena,6.239273048133048,0.15877356468726178
1057,HP:0000573,Retinal hemorrhage,HP:0033566,Abnormal ventricular axis,6.239273048133048,0.15878665465481137
1058,HP:0033566,Abnormal ventricular axis,HP:0000573,Retinal hemorrhage,6.239273048133048,0.15878665465481137
1059,HP:0002249,Melena,HP:0030893,Abnormal response to short acting pulmonary vasodilator,6.239273048133048,0.1587918952738051
1060,HP:0030893,Abnormal response to short acting pulmonary vasodilator,HP:0002249,Melena,6.239273048133048,0.1587918952738051
1061,HP:0003140,T-wave inversion in the right precordial leads,HP:0002249,Melena,6.239273048133048,0.1588064773549521
1062,HP:0002249,Melena,HP:0003140,T-wave inversion in the right precordial leads,6.239273048133048,0.1588064773549521
1063,HP:0002639,Budd-Chiari syndrome,HP:0034304,Epsilon wave,6.239273048133048,0.1588402540652401
1064,HP:0034304,Epsilon wave,HP:0002639,Budd-Chiari syndrome,6.239273048133048,0.1588402540652401
1065,HP:0034219,Fetal intraventricular hemorrhage with periventricular hemorrhage,HP:0031632,Anomalous origin of the right subclavian artery from the descending aorta,6.001188343836018,0.15884409656686893
1066,HP:0031632,Anomalous origin of the right subclavian artery from the descending aorta,HP:0034219,Fetal intraventricular hemorrhage with periventricular hemorrhage,6.001188343836018,0.15884409656686893
1067,HP:0002249,Melena,HP:0011693,Supraventricular tachycardia with a concealed accessory pathway on the septum,6.239273048133048,0.15887849275430835
1068,HP:0011693,Supraventricular tachycardia with a concealed accessory pathway on the septum,HP:0002249,Melena,6.239273048133048,0.15887849275430835
1069,HP:0025242,Dot-and-blot retinal hemorrhage,HP:0006677,Prolonged QRS complex,6.239273048133048,0.1589967726593541
1070,HP:0006677,Prolonged QRS complex,HP:0025242,Dot-and-blot retinal hemorrhage,6.239273048133048,0.1589967726593541
1071,HP:0004904,Maturity-onset diabetes of the young,HP:0003154,Increased circulating ACTH level,6.060935806874535,0.1589974606022084
1072,HP:0003154,Increased circulating ACTH level,HP:0004904,Maturity-onset diabetes of the young,6.060935806874535,0.1589974606022084
1073,HP:0033566,Abnormal ventricular axis,HP:0040223,Pulmonary hemorrhage,6.239273048133048,0.15903441045254613
1074,HP:0040223,Pulmonary hemorrhage,HP:0033566,Abnormal ventricular axis,6.239273048133048,0.15903441045254613
1075,HP:0033258,Sudden unexpected death in epilepsy,HP:0030839,Knee pain,7.85916933896359,0.15909818449890537
1076,HP:0030839,Knee pain,HP:0033258,Sudden unexpected death in epilepsy,7.85916933896359,0.15909818449890537
1077,HP:0033674,Pulmonary blood flow redistribution,HP:0011109,Chronic sinusitis,6.076267460630525,0.1591404549078239
1078,HP:0011109,Chronic sinusitis,HP:0033674,Pulmonary blood flow redistribution,6.076267460630525,0.1591404549078239
1079,HP:0011886,Hyphema,HP:0030893,Abnormal response to short acting pulmonary vasodilator,6.239273048133048,0.1591568518859979
1080,HP:0030893,Abnormal response to short acting pulmonary vasodilator,HP:0011886,Hyphema,6.239273048133048,0.1591568518859979
1081,HP:0005211,Midgut malrotation,HP:0032505,Hydrophobia,6.503688684365201,0.15916225625048971
1082,HP:0032505,Hydrophobia,HP:0005211,Midgut malrotation,6.503688684365201,0.15916225625048971
1083,HP:0031927,Flexner-Wintersteiner rosette,HP:0003575,Increased intracellular sodium,6.6751691523095555,0.15917588311660105
1084,HP:0003575,Increased intracellular sodium,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.15917588311660105
1085,HP:0031636,Anomalous origin of the right common carotid artery from the aorta,HP:0034219,Fetal intraventricular hemorrhage with periventricular hemorrhage,6.001188343836018,0.1592000437501975
1086,HP:0034219,Fetal intraventricular hemorrhage with periventricular hemorrhage,HP:0031636,Anomalous origin of the right common carotid artery from the aorta,6.001188343836018,0.1592000437501975
1087,HP:0410298,Partial absence of specific antibody response to hepatitis B vaccine,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.15923965267517012
1088,HP:0031927,Flexner-Wintersteiner rosette,HP:0410298,Partial absence of specific antibody response to hepatitis B vaccine,6.6751691523095555,0.15923965267517012
1089,HP:0002401,Stroke-like episode,HP:0033421,Pulmonary artery intimal thickening,6.001188343836018,0.15928408998973823
1090,HP:0033421,Pulmonary artery intimal thickening,HP:0002401,Stroke-like episode,6.001188343836018,0.15928408998973823
1091,HP:0032582,Renal interstitial foam cells,HP:0031638,Anomalous origin of the left anterior descending artery from the pulmonary artery,6.8276911074904225,0.15933737294906147
1092,HP:0031638,Anomalous origin of the left anterior descending artery from the pulmonary artery,HP:0032582,Renal interstitial foam cells,6.8276911074904225,0.15933737294906147
1093,HP:0012687,Agenesis of pineal gland,HP:0025436,Elevated serum 11-deoxycortisol,6.060935806874535,0.1593536770012726
1094,HP:0025436,Elevated serum 11-deoxycortisol,HP:0012687,Agenesis of pineal gland,6.060935806874535,0.1593536770012726
1095,HP:0031483,Reduced contraction of the left ventricular apex,HP:0002249,Melena,6.239273048133048,0.15935667329337003
1096,HP:0002249,Melena,HP:0031483,Reduced contraction of the left ventricular apex,6.239273048133048,0.15935667329337003
1097,HP:0034409,Fordyce angiokeratoma,HP:0006579,Prolonged neonatal jaundice,7.817349163268964,0.159372802916469
1098,HP:0006579,Prolonged neonatal jaundice,HP:0034409,Fordyce angiokeratoma,7.817349163268964,0.159372802916469
1099,HP:0031927,Flexner-Wintersteiner rosette,HP:0410227,Increased anti-food allergen IgE antibody level,6.6751691523095555,0.1593984101438799
1100,HP:0410227,Increased anti-food allergen IgE antibody level,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.1593984101438799
1101,HP:0004904,Maturity-onset diabetes of the young,HP:0002920,Decreased circulating ACTH concentration,6.060935806874535,0.15946762254009303
1102,HP:0002920,Decreased circulating ACTH concentration,HP:0004904,Maturity-onset diabetes of the young,6.060935806874535,0.15946762254009303
1103,HP:0041070,Chronic partially decreased circulating IgG1,HP:0033686,Mitochondrial hypertrophy,6.94663218021393,0.1595150669989767
1104,HP:0033686,Mitochondrial hypertrophy,HP:0041070,Chronic partially decreased circulating IgG1,6.94663218021393,0.1595150669989767
1105,HP:0030849,Hepatojugular reflux,HP:0002140,Ischemic stroke,8.94663218021393,0.15952742848026777
1106,HP:0002140,Ischemic stroke,HP:0030849,Hepatojugular reflux,8.94663218021393,0.15952742848026777
1107,HP:0030447,Merkel cell skin cancer,HP:0031507,Decreased circulating T4 concentration,6.060935806874535,0.15956461319831686
1108,HP:0031507,Decreased circulating T4 concentration,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.15956461319831686
1109,HP:0011837,Partial IgA deficiency,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.1595950159710751
1110,HP:0031927,Flexner-Wintersteiner rosette,HP:0011837,Partial IgA deficiency,6.6751691523095555,0.1595950159710751
1111,HP:0032505,Hydrophobia,HP:0031371,Rectal perforation,6.503688684365201,0.1596020096306566
1112,HP:0031371,Rectal perforation,HP:0032505,Hydrophobia,6.503688684365201,0.1596020096306566
1113,HP:0034215,Fetal cerebellar hemisphere hemorrhage,HP:0030893,Abnormal response to short acting pulmonary vasodilator,6.239273048133048,0.1596471264364173
1114,HP:0030893,Abnormal response to short acting pulmonary vasodilator,HP:0034215,Fetal cerebellar hemisphere hemorrhage,6.239273048133048,0.1596471264364173
1115,HP:0032582,Renal interstitial foam cells,HP:0011661,Anomalous origin of left pulmonary artery from ascending aorta,6.20853992059344,0.159717744657964
1116,HP:0011661,Anomalous origin of left pulmonary artery from ascending aorta,HP:0032582,Renal interstitial foam cells,6.20853992059344,0.159717744657964
1117,HP:0011639,Anomalous origin of right coronary artery from the pulmonary artery,HP:0034210,Fetal intraventricular hemorrhage,6.001188343836018,0.15971950273393024
1118,HP:0034210,Fetal intraventricular hemorrhage,HP:0011639,Anomalous origin of right coronary artery from the pulmonary artery,6.001188343836018,0.15971950273393024
1119,HP:0410295,Complete or near-complete absence of specific antibody response to tetanus vaccine,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.15976032164663878
1120,HP:0031927,Flexner-Wintersteiner rosette,HP:0410295,Complete or near-complete absence of specific antibody response to tetanus vaccine,6.6751691523095555,0.15976032164663878
1121,HP:0002637,Cerebral ischemia,HP:0031659,Fourth heart sound,6.239273048133048,0.15981195639582094
1122,HP:0031659,Fourth heart sound,HP:0002637,Cerebral ischemia,6.239273048133048,0.15981195639582094
1123,HP:0002640,Hypertension associated with pheochromocytoma,HP:0033566,Abnormal ventricular axis,6.239273048133048,0.1598845733249057
1124,HP:0033566,Abnormal ventricular axis,HP:0002640,Hypertension associated with pheochromocytoma,6.239273048133048,0.1598845733249057
1125,HP:0031639,Absent left main coronary artery,HP:0030750,Grade III preterm intraventricular hemorrhage,6.001188343836018,0.15990914020772837
1126,HP:0030750,Grade III preterm intraventricular hemorrhage,HP:0031639,Absent left main coronary artery,6.001188343836018,0.15990914020772837
1127,HP:0031207,Hepatic hemangioma,HP:0007024,Pseudobulbar paralysis,6.503688684365201,0.15992162566395204
1128,HP:0007024,Pseudobulbar paralysis,HP:0031207,Hepatic hemangioma,6.503688684365201,0.15992162566395204
1129,HP:0031343,Jejunal arteriovenous malformation,HP:0007024,Pseudobulbar paralysis,6.503688684365201,0.1599411400620781
1130,HP:0007024,Pseudobulbar paralysis,HP:0031343,Jejunal arteriovenous malformation,6.503688684365201,0.1599411400620781
1131,HP:0008205,Insulin-dependent but ketosis-resistant diabetes,HP:0005359,Aplasia of the thymus,6.060935806874535,0.15997595211764956
1132,HP:0005359,Aplasia of the thymus,HP:0008205,Insulin-dependent but ketosis-resistant diabetes,6.060935806874535,0.15997595211764956
1133,HP:0030749,Grade II preterm intraventricular hemorrhage,HP:0020141,Blood pressure substantially higher in legs than arms,6.239273048133048,0.16001102160115294
1134,HP:0020141,Blood pressure substantially higher in legs than arms,HP:0030749,Grade II preterm intraventricular hemorrhage,6.239273048133048,0.16001102160115294
1135,HP:0030443,Anal margin basal cell carcinoma,HP:4000100,Positive lactose hydrogen breath test,6.503688684365201,0.16001153687119052
1136,HP:4000100,Positive lactose hydrogen breath test,HP:0030443,Anal margin basal cell carcinoma,6.503688684365201,0.16001153687119052
1137,HP:0030447,Merkel cell skin cancer,HP:0008232,Elevated circulating follicle stimulating hormone level,6.060935806874535,0.16003418193463428
1138,HP:0008232,Elevated circulating follicle stimulating hormone level,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.16003418193463428
1139,HP:0002203,Respiratory paralysis,HP:0031993,Hoffmann sign,7.399737720326294,0.16005007681455682
1140,HP:0031993,Hoffmann sign,HP:0002203,Respiratory paralysis,7.399737720326294,0.16005007681455682
1141,HP:0030019,Increased female libido,HP:0033180,Torsion of appendix of testis,6.007052965899237,0.1600522092165077
1142,HP:0033180,Torsion of appendix of testis,HP:0030019,Increased female libido,6.007052965899237,0.1600522092165077
1143,HP:0008716,Urethrovaginal fistula,HP:0033524,Abnormal sperm axoneme morphology,6.426995927370717,0.16010435966942266
1144,HP:0033524,Abnormal sperm axoneme morphology,HP:0008716,Urethrovaginal fistula,6.426995927370717,0.16010435966942266
1145,HP:0011896,Subconjunctival hemorrhage,HP:0031671,Typical atrial flutter,6.239273048133048,0.16011296978013972
1146,HP:0031671,Typical atrial flutter,HP:0011896,Subconjunctival hemorrhage,6.239273048133048,0.16011296978013972
1147,HP:0004904,Maturity-onset diabetes of the young,HP:0100636,Pulmonary paraglioma,6.060935806874535,0.1601177789091607
1148,HP:0100636,Pulmonary paraglioma,HP:0004904,Maturity-onset diabetes of the young,6.060935806874535,0.1601177789091607
1149,HP:0031663,Paradoxical splitting of the second heart sound,HP:0011887,Choroid hemorrhage,6.239273048133048,0.16011869485074273
1150,HP:0011887,Choroid hemorrhage,HP:0031663,Paradoxical splitting of the second heart sound,6.239273048133048,0.16011869485074273
1151,HP:0002249,Melena,HP:0006682,Premature ventricular contraction,6.239273048133048,0.16021238589905587
1152,HP:0006682,Premature ventricular contraction,HP:0002249,Melena,6.239273048133048,0.16021238589905587
1153,HP:0003234,Decreased circulating carnitine concentration,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.16025049250397286
1154,HP:0031927,Flexner-Wintersteiner rosette,HP:0003234,Decreased circulating carnitine concentration,6.6751691523095555,0.16025049250397286
1155,HP:0008233,Decreased circulating progesterone,HP:0004904,Maturity-onset diabetes of the young,6.060935806874535,0.16032119871811037
1156,HP:0004904,Maturity-onset diabetes of the young,HP:0008233,Decreased circulating progesterone,6.060935806874535,0.16032119871811037
1157,HP:0200107,Shortened inner dynein arms,HP:0032543,Lithoptysis,6.076267460630525,0.16036067596312698
1158,HP:0032543,Lithoptysis,HP:0200107,Shortened inner dynein arms,6.076267460630525,0.16036067596312698
1159,HP:0033165,Necrotizing enterocolitis,HP:0032505,Hydrophobia,8.817349163268963,0.1603610999797309
1160,HP:0032505,Hydrophobia,HP:0033165,Necrotizing enterocolitis,8.817349163268963,0.1603610999797309
1161,HP:0032570,Pontine ischemic lacunes,HP:0031659,Fourth heart sound,6.239273048133048,0.16051622258228235
1162,HP:0031659,Fourth heart sound,HP:0032570,Pontine ischemic lacunes,6.239273048133048,0.16051622258228235
1163,HP:0033686,Mitochondrial hypertrophy,HP:0032134,Chronic decreased circulating total IgG,6.94663218021393,0.16052921960854705
1164,HP:0032134,Chronic decreased circulating total IgG,HP:0033686,Mitochondrial hypertrophy,6.94663218021393,0.16052921960854705
1165,HP:0011671,Interrupted inferior vena cava with azygous continuation,HP:0034029,Hepatic foam cells,6.20853992059344,0.160533236425439
1166,HP:0034029,Hepatic foam cells,HP:0011671,Interrupted inferior vena cava with azygous continuation,6.20853992059344,0.160533236425439
1167,HP:0000054,Micropenis,HP:0031522,Cervical clear cell adenocarcinoma,6.426995927370717,0.1605457652959855
1168,HP:0031522,Cervical clear cell adenocarcinoma,HP:0000054,Micropenis,6.426995927370717,0.1605457652959855
1169,HP:0031537,Anomalous origin of the left circumflex artery from the right coronary artery,HP:0030751,Grade IV preterm intraventricular hemorrhage,6.001188343836018,0.16055570528955884
1170,HP:0030751,Grade IV preterm intraventricular hemorrhage,HP:0031537,Anomalous origin of the left circumflex artery from the right coronary artery,6.001188343836018,0.16055570528955884
1171,HP:0002249,Melena,HP:0025078,Electrical alternans,6.239273048133048,0.16056647387145032
1172,HP:0025078,Electrical alternans,HP:0002249,Melena,6.239273048133048,0.16056647387145032
1173,HP:0002249,Melena,HP:0012666,Severely reduced left ventricular ejection fraction,6.239273048133048,0.16056678922540873
1174,HP:0012666,Severely reduced left ventricular ejection fraction,HP:0002249,Melena,6.239273048133048,0.16056678922540873
1175,HP:0011695,Cerebellar hemorrhage,HP:0034421,Ejection click,6.239273048133048,0.160591506471915
1176,HP:0034421,Ejection click,HP:0011695,Cerebellar hemorrhage,6.239273048133048,0.160591506471915
1177,HP:0031060,Impaired ability to dress oneself,HP:0100247,Recurrent singultus,7.85916933896359,0.1605953845712912
1178,HP:0100247,Recurrent singultus,HP:0031060,Impaired ability to dress oneself,7.85916933896359,0.1605953845712912
1179,HP:0031014,Arteria lusoria,HP:0034219,Fetal intraventricular hemorrhage with periventricular hemorrhage,6.001188343836018,0.16063519646000582
1180,HP:0034219,Fetal intraventricular hemorrhage with periventricular hemorrhage,HP:0031014,Arteria lusoria,6.001188343836018,0.16063519646000582
1181,HP:0033113,Gallop rhythm,HP:0007023,Antenatal intracerebral hemorrhage,6.239273048133048,0.1606437752466983
1182,HP:0007023,Antenatal intracerebral hemorrhage,HP:0033113,Gallop rhythm,6.239273048133048,0.1606437752466983
1183,HP:0032505,Hydrophobia,HP:0004783,Duodenal polyposis,6.503688684365201,0.16068645268244094
1184,HP:0004783,Duodenal polyposis,HP:0032505,Hydrophobia,6.503688684365201,0.16068645268244094
1185,HP:0004787,Fulminant hepatitis,HP:0001097,Keratoconjunctivitis sicca,7.281296263028754,0.1607482637154201
1186,HP:0001097,Keratoconjunctivitis sicca,HP:0004787,Fulminant hepatitis,7.281296263028754,0.1607482637154201
1187,HP:0025690,Fetal intra-abdominal umbilical vein varix,HP:0033467,Low 10-minute APGAR score,7.0158948426510435,0.16085665023976134
1188,HP:0033467,Low 10-minute APGAR score,HP:0025690,Fetal intra-abdominal umbilical vein varix,7.0158948426510435,0.16085665023976134
1189,HP:4000154,Liver leiomyoma,HP:0007024,Pseudobulbar paralysis,6.503688684365201,0.16088065767507176
1190,HP:0007024,Pseudobulbar paralysis,HP:4000154,Liver leiomyoma,6.503688684365201,0.16088065767507176
1191,HP:0033423,Pulmonary arterial hypertension with positive acute response to NO challenge,HP:0002249,Melena,6.239273048133048,0.16089193657806736
1192,HP:0002249,Melena,HP:0033423,Pulmonary arterial hypertension with positive acute response to NO challenge,6.239273048133048,0.16089193657806736
1193,HP:0032505,Hydrophobia,HP:0001549,Abnormal ileum morphology,6.503688684365201,0.16093359445469352
1194,HP:0001549,Abnormal ileum morphology,HP:0032505,Hydrophobia,6.503688684365201,0.16093359445469352
1195,HP:0033673,Positive Phalen test,HP:0011285,Long-segment aganglionic megacolon,8.924264367185476,0.16094225952538507
1196,HP:0011285,Long-segment aganglionic megacolon,HP:0033673,Positive Phalen test,8.924264367185476,0.16094225952538507
1197,HP:0031014,Arteria lusoria,HP:0034210,Fetal intraventricular hemorrhage,6.001188343836018,0.16094513310445085
1198,HP:0034210,Fetal intraventricular hemorrhage,HP:0031014,Arteria lusoria,6.001188343836018,0.16094513310445085
1199,HP:0031659,Fourth heart sound,HP:0032990,Localized pulmonary hemorrhage,6.239273048133048,0.16095072955040715
1200,HP:0032990,Localized pulmonary hemorrhage,HP:0031659,Fourth heart sound,6.239273048133048,0.16095072955040715
1201,HP:0032202,Vulvar intraepithelial neoplasia,HP:0040306,Decreased male libido,6.007052965899237,0.16095100099019152
1202,HP:0040306,Decreased male libido,HP:0032202,Vulvar intraepithelial neoplasia,6.007052965899237,0.16095100099019152
1203,HP:0031333,Myocardial sarcomeric disarray,HP:0410230,Increased anti-nut food product IgE antibody level,6.6751691523095555,0.16097940722893403
1204,HP:0410230,Increased anti-nut food product IgE antibody level,HP:0031333,Myocardial sarcomeric disarray,6.6751691523095555,0.16097940722893403
1205,HP:0033686,Mitochondrial hypertrophy,HP:0041068,Chronic decreased circulating IgG1,6.94663218021393,0.16104087527097738
1206,HP:0041068,Chronic decreased circulating IgG1,HP:0033686,Mitochondrial hypertrophy,6.94663218021393,0.16104087527097738
1207,HP:0011981,Pigment gallstones,HP:0100016,Abnormal mesentery morphology,6.698704666770344,0.1610530088301177
1208,HP:0100016,Abnormal mesentery morphology,HP:0011981,Pigment gallstones,6.698704666770344,0.1610530088301177
1209,HP:0010517,Ectopic thymus tissue,HP:0004904,Maturity-onset diabetes of the young,6.060935806874535,0.16108007528661095
1210,HP:0004904,Maturity-onset diabetes of the young,HP:0010517,Ectopic thymus tissue,6.060935806874535,0.16108007528661095
1211,HP:0030748,Grade I preterm intraventricular hemorrhage,HP:0020142,Blood pressure substantially higher in arms than legs,6.239273048133048,0.16109750653230553
1212,HP:0020142,Blood pressure substantially higher in arms than legs,HP:0030748,Grade I preterm intraventricular hemorrhage,6.239273048133048,0.16109750653230553
1213,HP:0030965,Aortic stiffness,HP:0025582,Submacular hemorrhage,6.239273048133048,0.16112922948772085
1214,HP:0025582,Submacular hemorrhage,HP:0030965,Aortic stiffness,6.239273048133048,0.16112922948772085
1215,HP:0000239,Large fontanelles,HP:0011108,Recurrent sinusitis,6.713012503454228,0.16113742658164368
1216,HP:0011108,Recurrent sinusitis,HP:0000239,Large fontanelles,6.713012503454228,0.16113742658164368
1217,HP:0011919,Pleural empyema,HP:0008205,Insulin-dependent but ketosis-resistant diabetes,7.462816402949674,0.16113995723935717
1218,HP:0008205,Insulin-dependent but ketosis-resistant diabetes,HP:0011919,Pleural empyema,7.462816402949674,0.16113995723935717
1219,HP:0031345,Colonic arteriovenous malformation,HP:0032505,Hydrophobia,6.503688684365201,0.16115542101880903
1220,HP:0032505,Hydrophobia,HP:0031345,Colonic arteriovenous malformation,6.503688684365201,0.16115542101880903
1221,HP:0410221,Increased anti-animal protein IgE antibody level,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.16125467440919744
1222,HP:0031927,Flexner-Wintersteiner rosette,HP:0410221,Increased anti-animal protein IgE antibody level,6.6751691523095555,0.16125467440919744
1223,HP:0025478,Atrial standstill,HP:0011105,Hypervolemia,6.239273048133048,0.16127876566246177
1224,HP:0011105,Hypervolemia,HP:0025478,Atrial standstill,6.239273048133048,0.16127876566246177
1225,HP:0025071,U wave inversion,HP:0040223,Pulmonary hemorrhage,6.239273048133048,0.16132105850706835
1226,HP:0040223,Pulmonary hemorrhage,HP:0025071,U wave inversion,6.239273048133048,0.16132105850706835
1227,HP:0002249,Melena,HP:0002092,Pulmonary arterial hypertension,6.239273048133048,0.1613892397132334
1228,HP:0002092,Pulmonary arterial hypertension,HP:0002249,Melena,6.239273048133048,0.1613892397132334
1229,HP:0033113,Gallop rhythm,HP:0034211,Fetal cerebral parenchymal hemorrhage,6.239273048133048,0.1613901414659091
1230,HP:0034211,Fetal cerebral parenchymal hemorrhage,HP:0033113,Gallop rhythm,6.239273048133048,0.1613901414659091
1231,HP:0008223,Compensated hypothyroidism,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.1613957286187907
1232,HP:0030447,Merkel cell skin cancer,HP:0008223,Compensated hypothyroidism,6.060935806874535,0.1613957286187907
1233,HP:0000694,Odontodysplasia,HP:0003044,Shoulder flexion contracture,7.063989130852089,0.16143305662905966
1234,HP:0003044,Shoulder flexion contracture,HP:0000694,Odontodysplasia,7.063989130852089,0.16143305662905966
1235,HP:0003003,Colon cancer,HP:0032505,Hydrophobia,6.503688684365201,0.16145812994045036
1236,HP:0032505,Hydrophobia,HP:0003003,Colon cancer,6.503688684365201,0.16145812994045036
